#	init_method	max_init_weight	embed_size	rnn_size	post_image_size	pre_output_size	post_image_activation	rnn_type	optimizer	learning_rate	normalize_image	weights_reg_weight	image_dropout_prob	post_image_dropout_prob	embedding_dropout_prob	rnn_dropout_prob	max_gradient_norm	minibatch_size	beam_width	error	duration
10	normal	0.0015882474571869937	343	435	None	None	none	gru	rmsprop	0.1147358307211886	False	4.494406196540791e-05	0.0	0.0	0.32579095976599987	0.3284080948340906	1.1352570779235456	51	1	infpplx	343
15	xavier_normal	0.08504837813682582	414	303	None	None	none	gru	rmsprop	0.06182229300318407	False	1.589127421269202e-05	0.0	0.0	0.32442776095352505	0.050524166009019836	905.6611513711662	13	1	infpplx	804
25	xavier_normal	7.461046305089071e-05	482	292	None	None	none	gru	adam	0.054921982013504234	False	2.43397891536183e-06	0.0	0.0	0.19417651588718665	0.010504033568991213	122.98134898709695	172	1	infpplx	143
39	normal	0.7847075316873051	139	410	None	None	none	gru	adam	0.0005854261970084498	False	3.97100948588e-09	0.0	0.0	0.42201678391338543	0.17479714306309133	27.476278226957884	74	1	infpplx	105
48	normal	0.8872185924373506	507	412	None	None	none	gru	adam	0.004211614214741746	False	1.380804963993e-08	0.0	0.0	0.022067511289889933	0.37941296410125247	1.984225159209819	75	1	infpplx	118
74	xavier_normal	0.17180373510369423	80	324	None	None	none	gru	rmsprop	0.15724662760559807	False	1.74446637369e-09	0.0	0.0	0.33627087331587824	0.4235512872270649	71.18621766968326	201	1	infpplx	185
75	normal	0.645175587906971	162	296	None	None	none	gru	adam	0.5974792135881182	False	2.14046909362378e-06	0.0	0.0	0.4730842027715878	0.4328687841554235	742.1622637910945	147	1	infpplx	125
78	normal	0.6448102268144835	111	279	None	None	none	gru	adam	0.40105593214167057	False	1.1901160202e-10	0.0	0.0	0.42751300426154276	0.11069740427679078	5.788312824102962	44	1	infpplx	158
78	normal	0.991126468220353	146	226	None	None	none	gru	adam	0.0658664614171822	False	1.04265938201e-09	0.0	0.0	0.4700008709234009	0.22032485628863996	422.3011142372565	15	1	infpplx	393
78	normal	0.7477977584919842	91	327	None	None	none	gru	rmsprop	0.15555592200827384	False	7.0016557705e-10	0.0	0.0	0.48220107029461196	0.2127585273665082	5.262967151029215	174	1	infpplx	191
79	normal	0.7363022397336442	179	458	None	None	none	gru	rmsprop	0.004348456362089893	False	2.336136438414e-08	0.0	0.0	0.4073080486350013	0.2567491669846283	2.001360699724406	79	1	infpplx	115
79	normal	0.8161789197576512	206	332	None	None	none	gru	rmsprop	0.016605106803833983	False	3.356833002548e-08	0.0	0.0	0.42387680799405314	0.3795636204078847	26.894751839683995	61	1	infpplx	212
79	xavier_normal	0.5304674921044393	92	159	None	None	none	gru	adam	0.2676531329527409	False	8.3748103999e-10	0.0	0.0	0.4875913908777732	0.38243417147126707	144.81722114331123	147	1	infpplx	98
81	xavier_normal	0.9131500060345212	179	89	None	None	none	gru	rmsprop	0.8940170308953131	False	1.412296726968574e-05	0.0	0.0	0.42544460361131753	0.4490881959556642	3.1132455965964376	17	1	infpplx	255
96	normal	0.006140454267234567	79	181	None	None	none	gru	rmsprop	0.6617263027723196	False	1.16840166595e-09	0.0	0.0	0.2590652016427341	0.024844977235850836	223.64518343702704	107	1	infpplx	106
